project_id,url,title,category,beneficiary,project_value_raw,project_value,eu_funding_raw,eu_funding,wojewodztwo,powiat,program,dzialanie,fundusz,perspektywa
1695268,https://mapadotacji.gov.pl/projekty/1695268/,Utworzenie Branżowego Centrum Umiejętności w dziedzinie technika weterynaryjna w ZSCKR im. J. Dziubińskiej w Zduńskiej Dąbrowie,,ZESPÓŁ SZKÓŁ CENTRUM KSZTAŁCENIA ROLNICZEGO IM. JADWIGI DZIUBIŃSKIEJ W ZDUŃSKIEJ DĄBROWIE,"12 013 132,50 zł",12013132.5,"12 013 132,50 zł",12013132.5,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670200,https://mapadotacji.gov.pl/projekty/1670200/,Wsparcie infrastruktury analityczno-laboratoryjnej Głównego Inspektoratu Jakości Handlowej Artykułów Rolno-Spożywczych,"badania, rozwój, innowacje",Główny Inspektorat Jakości Handlowej Artykułów Rolno-Spożywczych,"14 760 000,00 zł",14760000.0,"12 000 000,00 zł",12000000.0,lubelskie,mazowieckie,Krajowy Plan Odbudowy i Zwiększania Odporności,1.19. A2.4.1-2/2. Inwestycje w rozbudowę potencjału badawczego - MRiRW,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670312,https://mapadotacji.gov.pl/projekty/1670312/,Stawiamy na przemysł ceramiczny - utworzenie Branżowego Centrum Umiejętności poprzez rozbudowe budynku szkoły przy ul. Kossaka w Opocznie,,Powiat Opoczyński,"12 000 000,00 zł",12000000.0,"12 000 000,00 zł",12000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670380,https://mapadotacji.gov.pl/projekty/1670380/,Utworzenie Branżowego Centrum Umiejętności w branży logistycznej w Zespole Szkół Ponadpodstawowych w Grodkowie,,Powiat Brzeski,"12 000 000,00 zł",12000000.0,"12 000 000,00 zł",12000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670388,https://mapadotacji.gov.pl/projekty/1670388/,Branżowe Centrum Umiejętności w zakresie spedycji w Centrum Kształcenia Zawodowego i Ustawicznego w Andrychowie,,Powiat Wadowicki,"12 000 000,00 zł",12000000.0,"12 000 000,00 zł",12000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670396,https://mapadotacji.gov.pl/projekty/1670396/,"Utworzenie i wsparcie funkcjonowania Branżowego Centrum Umiejętności Służb Lotniskowych dla branży lotniczej w dziedzinie Eksploatacja portów i terminali lotniczych (BCUSL), realizującego koncepcje˛ centrów doskonałości zawodowej(CoVEs)",,Zakład Doskonalenia Zawodowego w Kielcach,"12 000 000,00 zł",12000000.0,"12 000 000,00 zł",12000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670418,https://mapadotacji.gov.pl/projekty/1670418/,Utworzenie i wsparcie funkcjonowania Nadmorskiego Branżowego Centrum Umiejętności z dziedziny energetyki odnawialnej (wiatrowej) realizującego koncepcję centrów doskonałości zawodowej (CoVEs),,POWIAT LĘBORSKI,"12 000 000,00 zł",12000000.0,"12 000 000,00 zł",12000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670420,https://mapadotacji.gov.pl/projekty/1670420/,Branżowe Centrum Umiejętności w dziedzinie logistyki z siedzibą w Grodzisku Mazowieckim,,Powiat Grodziski,"12 000 000,00 zł",12000000.0,"12 000 000,00 zł",12000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670438,https://mapadotacji.gov.pl/projekty/1670438/,Utworzenie i wsparcie funkcjonowania Branżowych Centrów Umiejętności dla dziedziny spedycji w Suchej Beskidzkiej,,Powiat Suski,"11 999 405,17 zł",11999405.17,"11 999 405,17 zł",11999405.17,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670384,https://mapadotacji.gov.pl/projekty/1670384/,Utworzenie Branżowego Centrum Umiejętności w obszarze: eksploatacja portów i terminali lotniczych,,Zakład Doskonalenia Zawodowego w Katowicach,"11 997 013,85 zł",11997013.85,"11 997 013,85 zł",11997013.85,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670298,https://mapadotacji.gov.pl/projekty/1670298/,Utworzenie i funkcjonowanie Branżowego Centrum Umiejętności w dziedzinie piekarstwa,,Miasto Poznań,"11 984 724,55 zł",11984724.55,"11 984 724,55 zł",11984724.55,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670392,https://mapadotacji.gov.pl/projekty/1670392/,Utworzenie Branżowego Centrum Umiejętności w dziedzinie przemysłu szklarskiego,,Zespół Szkół im. Emilii Sukertowej-Biedrawiny w Malinowie,"11 979 798,68 zł",11979798.68,"11 979 798,68 zł",11979798.68,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735636,https://mapadotacji.gov.pl/projekty/1735636/,„Utworzenie i wsparcie funkcjonowania Branżowego Centrum Umiejętności dla branży spożywczej w dziedzinie Przetwórstwo mleczarskie w Zespole Szkół Zawodowych w Wysokiem Mazowieckiem”,,Powiat Wysokomazowiecki,"11 968 679,98 zł",11968679.98,"11 968 679,98 zł",11968679.98,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757384,https://mapadotacji.gov.pl/projekty/1757384/,"Zwiększenie dostępności do onkologicznych świadczeń zdrowotnych poprzez przebudowę i modernizację Oddziału Chirurgii Ogólnej i Chirurgii Onkologicznej ,Oddziału Położniczo-Ginekologicznego (odcinek Ginekologii), Oddziału Urologii i Onkologii Urologicznej w ramach dostosowania infrastruktury i wyposażenia wraz z zakupem systemu robotycznego",,Wojewódzki Szpital Specjalistyczny Nr 2 w Jastrzebiu-Zdroju,"48 500 709,83 zł",48500709.83,"11 968 656,19 zł",11968656.19,śląskie,m. Jastrzębie-Zdrój,Krajowy Plan Odbudowy i Zwiększania Odporności,7.2. D1.1.1. Rozwój i modernizacja infrastruktury centrów opieki wysokospecjalistycznej i innych podmiotów leczniczych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746658,https://mapadotacji.gov.pl/projekty/1746658/,Poprawa jakości i dostępności do świadczeń opieki długoterminowej Zakładu Opiekuńczo- Leczniczego SPZOZ w Bielsku Podlaskim,,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Bielsku Podlaskim,"13 967 673,63 zł",13967673.63,"11 906 540,70 zł",11906540.7,podlaskie,bielski (podlaskie),Krajowy Plan Odbudowy i Zwiększania Odporności,7.8. D4.1.1. Rozwój opieki długoterminowej poprzez modernizację infrastruktury podmiotów leczniczych na poziomie powiatowym,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736226,https://mapadotacji.gov.pl/projekty/1736226/,Innowacyjne produkty oparte na substancjach pochodzenia naturalnego do zastosowania w prewencji wybranych chorób cywilizacyjnych.,,Uniwersytet Medyczny w Lublinie,"11 901 887,50 zł",11901887.5,"11 901 887,50 zł",11901887.5,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735644,https://mapadotacji.gov.pl/projekty/1735644/,Utworzenie i wsparcie funkcjonowania Branżowego Centrum Umiejętności dla branży elektroenergetycznej w dziedzinie energetyka odnawialna (słoneczna),,GMINA MIASTA RADOMIA,"11 871 806,84 zł",11871806.84,"11 871 806,84 zł",11871806.84,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1695276,https://mapadotacji.gov.pl/projekty/1695276/,Utworzenie i funkcjonowanie Branżowego Centrum Umiejętności w dziedzinie Pożarnictwo przy Centralnej Szkole Państwowej Straży Pożarnej w Częstochowie (BCU CS PSP).,,MINISTERSTWO SPRAW WEWNĘTRZNYCH I ADMINISTRACJI,"11 837 519,25 zł",11837519.25,"11 837 519,25 zł",11837519.25,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736228,https://mapadotacji.gov.pl/projekty/1736228/,Opracowanie testu diagnostycznego 'Sensor PreT2D' do szybkiej diagnostyki wczesnego stanu przedcukrzycowego oraz progresji cukrzycy typu 2,,Instytut Biologii Doświadczalnej im. M. Nenckiego Polskiej Akademii Nauk,"11 832 217,58 zł",11832217.58,"11 832 217,58 zł",11832217.58,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745750,https://mapadotacji.gov.pl/projekty/1745750/,"Poprawa efektywności energetycznej budynków Zespołu Szkolno-Przedszkolnego nr 3, Szkoły Podstawowej nr 5 oraz Przedszkola Miejskiego nr 10 w Chełmie",,Miasto Chełm,"14 537 211,69 zł",14537211.69,"11 822 742,03 zł",11822742.03,lubelskie,m. Chełm,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1695278,https://mapadotacji.gov.pl/projekty/1695278/,Branżowe Centrum Umiejętności - Energetyka Odnawialna (pompy ciepła i geotermia płytka),,Powiat Bytowski,"11 803 005,77 zł",11803005.77,"11 803 005,77 zł",11803005.77,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745502,https://mapadotacji.gov.pl/projekty/1745502/,"Kompleksowa transformacja przedsiębiorstwa Thale w kierunku cyfrowej gospodarki i przemysłu 4.0, obejmująca kluczowe procesy zarządcze, operacyjne i pomocnicze",rozwój firm,Thale sp. z o.o. sp.k.,"51 258 727,67 zł",51258727.67,"11 772 350,00 zł",11772350.0,warmińsko-mazurskie,olsztyński,Krajowy Plan Odbudowy i Zwiększania Odporności,1.11. A2.1.1. Inwestycje wspierające robotyzację i cyfryzację w przedsiębiorstwach,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736294,https://mapadotacji.gov.pl/projekty/1736294/,ABR.AI - system oparty o technologię AI do szacowania progu słyszenia na podstawie szeregów natężeniowych rejestracji odpowiedzi fali V,,Instytut Fizjologii i Patologii Słuchu,"11 731 322,15 zł",11731322.15,"11 731 322,15 zł",11731322.15,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736300,https://mapadotacji.gov.pl/projekty/1736300/,Stworzenie Jagiellońskiego Centrum Wsparcia Badań Klinicznych,,Uniwersytet Jagielloński - Collegium Medicum,"11 727 641,00 zł",11727641.0,"11 727 641,00 zł",11727641.0,małopolskie,m. Kraków,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1674373,https://mapadotacji.gov.pl/projekty/1674373/,WSCHOWSKI Orange Światłowód,telekomunikacja i e-usługi,ORANGE POLSKA SPÓŁKA AKCYJNA,"18 281 124,00 zł",18281124.0,"11 725 742,49 zł",11725742.49,lubuskie,wschowski,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1691479,https://mapadotacji.gov.pl/projekty/1691479/,Utworzenie i funkcjonowanie Branżowego Centrum Umiejętności przy Powiatowym Centrum Kształcenia Zawodowego i Ustawicznego w Wałczu w dziedzinie prace budowlane,,Powiat Wałecki,"11 714 879,64 zł",11714879.64,"11 714 879,64 zł",11714879.64,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735640,https://mapadotacji.gov.pl/projekty/1735640/,Branżowe Centrum Umiejętności w Krakowie w dziedzinie Pożarnictwo,,SZKOŁA ASPIRANTÓW PAŃSTWOWEJ STRAŻY POŻARNEJ,"11 709 498,57 zł",11709498.57,"11 709 498,57 zł",11709498.57,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757365,https://mapadotacji.gov.pl/projekty/1757365/,Liderki i Liderzy Cyfrowej edukacji Szkolnej,nauka i edukacja,AKADEMIA HUMANITAS,"11 693 125,00 zł",11693125.0,"11 693 125,00 zł",11693125.0,dolnośląskie,lubuskie,Krajowy Plan Odbudowy i Zwiększania Odporności,5.8. C2.1.3. E-kompetencje,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670340,https://mapadotacji.gov.pl/projekty/1670340/,Utworzenie Branżowego Centrum Umiejętności przy Zespole Szkół Mechaniczno-Elektrycznych w Żywcu w dziedzinie energetyki odnawialnej (słonecznej),,POWIAT ŻYWIECKI,"11 688 960,00 zł",11688960.0,"11 688 960,00 zł",11688960.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736234,https://mapadotacji.gov.pl/projekty/1736234/,Immunoterapia adoptywna CAR-T w leczeniu przewodowego raka trzustki: przeprowadzenie fazy rozwojowej badanego produktu leczniczego terapii zaawansowanej,,Uniwersytet Jagielloński - Collegium Medicum,"11 677 984,38 zł",11677984.38,"11 677 984,38 zł",11677984.38,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1695270,https://mapadotacji.gov.pl/projekty/1695270/,BRANŻOWE CENTRUM UMIEJĘTNOŚCI W WODZISŁAWIU ŚLĄSKIM W DZIEDZINIE ROBOTYKI,,Powiat Wodzisławski,"11 629 015,69 zł",11629015.69,"11 629 015,69 zł",11629015.69,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670402,https://mapadotacji.gov.pl/projekty/1670402/,Utworzenie i wsparcie funkcjonowania branżowego centrum umiejętności (BCU) w dziedzinie opieki medycznej w Zespole Jednostek Edukacyjnych Województwa Małopolskiego w Krakowie,,Województwo Małopolskie,"11 620 487,23 zł",11620487.23,"11 620 487,23 zł",11620487.23,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746682,https://mapadotacji.gov.pl/projekty/1746682/,Rozwój infrastruktury SP ZOZ we Włodawie na potrzeby opieki długoterminowej i geriatrycznej osób starszych,,Samodzielny Publiczny Zespół Opieki Zdrowotnej we Włodawie,"13 788 588,55 zł",13788588.55,"11 563 791,76 zł",11563791.76,lubelskie,włodawski,Krajowy Plan Odbudowy i Zwiększania Odporności,7.8. D4.1.1. Rozwój opieki długoterminowej poprzez modernizację infrastruktury podmiotów leczniczych na poziomie powiatowym,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736472,https://mapadotacji.gov.pl/projekty/1736472/,Zakup niskoemisyjnych autobusów do obsługi linii pozamiejskich na terenie powiatu włocławskiego,"ochrona środowiska, transport",Powiat Włocławski,"15 722 598,00 zł",15722598.0,"11 504 340,00 zł",11504340.0,kujawsko-pomorskie,włocławski,Krajowy Plan Odbudowy i Zwiększania Odporności,9.5. E1.1.2-2/2. Zero i niskoemisyjny transport zbiorowy (autobusy)- MI,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736114,https://mapadotacji.gov.pl/projekty/1736114/,Poprawa dostępu do szybkiego internetu obszar 6.30.30.2,telekomunikacja i e-usługi,PBT ZACHÓD SPÓŁKA AKCYJNA,"12 778 500,00 zł",12778500.0,"11 500 650,00 zł",11500650.0,wielkopolskie,wrzesiński,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736262,https://mapadotacji.gov.pl/projekty/1736262/,Projekt RESET: Komórki macierzyste we wrodzonych zaburzeniach hematopoezy - od zaawansowanej diagnostyki do przyszłych innowacyjnych terapii,,Uniwersytet Medyczny w Łodzi,"11 405 287,19 zł",11405287.19,"11 405 287,19 zł",11405287.19,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735626,https://mapadotacji.gov.pl/projekty/1735626/,Utworzenie i wsparcie funkcjonowania Branżowego Centrum Umiejętności w dziedzinie mechanizacji rolnictwa w Zespole Szkół Centrum Kształcenia Rolniczego w Krzelowie,,POWIAT JĘDRZEJOWSKI,"11 404 730,88 zł",11404730.88,"11 404 730,88 zł",11404730.88,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745654,https://mapadotacji.gov.pl/projekty/1745654/,"Poprawa efektywności energetycznej budynków Szkoły Podstawowej nr 7, II Liceum Ogólnokształcącego oraz Przedszkola Miejskiego nr 12 w Chełmie",,Miasto Chełm,"13 977 131,68 zł",13977131.68,"11 365 774,95 zł",11365774.95,lubelskie,m. Chełm,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1721425,https://mapadotacji.gov.pl/projekty/1721425/,Zwiększenie poziomu cyfryzacji i robotyzacji oraz transformacja w kierunku Przemysłu 4.0. jako sposób innowacyjnego rozwoju przedsiębiorstwa MPP Sp. z o.o.,rozwój firm,MPP Sp. z o.o.,"30 901 290,00 zł",30901290.0,"11 305 350,00 zł",11305350.0,podkarpackie,rzeszowski,Krajowy Plan Odbudowy i Zwiększania Odporności,1.11. A2.1.1. Inwestycje wspierające robotyzację i cyfryzację w przedsiębiorstwach,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1699513,https://mapadotacji.gov.pl/projekty/1699513/,Utworzenie i wsparcie funkcjonowania Branżowego Centrum Umiejętności (BCU) w dziedzinie agroturystyka w Nowym Targu,,Minister Rolnictwa i Rozwoju Wsi,"11 301 247,11 zł",11301247.11,"11 301 247,11 zł",11301247.11,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746540,https://mapadotacji.gov.pl/projekty/1746540/,"Opracowanie technologii wytwarzania oraz przedkliniczna ocena bezpieczeństwa innowacyjnego koniugatu o działaniu immunomodulującym i cytotoksycznym, jako nowego kandydata na lek przeciwnowotworowy (KONGO 2.0)",,Celon Pharma S.A.,"24 300 109,42 zł",24300109.42,"11 255 998,35 zł",11255998.35,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746614,https://mapadotacji.gov.pl/projekty/1746614/,"Przebudowa III piętra budynku ,,C"" w SPZOZ w Wieluniu w celu utworzenia Oddziału Geriatrii",,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Wieluniu,"13 537 817,58 zł",13537817.58,"11 250 931,31 zł",11250931.31,łódzkie,wieluński,Krajowy Plan Odbudowy i Zwiększania Odporności,7.8. D4.1.1. Rozwój opieki długoterminowej poprzez modernizację infrastruktury podmiotów leczniczych na poziomie powiatowym,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670400,https://mapadotacji.gov.pl/projekty/1670400/,"Branżowe Centrum Umiejętności w Dziedzinie Logistyki jako odpowiedź na potrzeby rynku pracy w dobie wyzwań Zielonego Ładu, zrównoważonego rozwoju i zmian technologicznych",,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu,"11 220 668,66 zł",11220668.66,"11 220 668,66 zł",11220668.66,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745684,https://mapadotacji.gov.pl/projekty/1745684/,Termomodernizacja Zespołu Szkół nr 5 przy ul. Gen. A. Fieldorfa Nila 13 w Bydgoszczy,,Miasto Bydgoszcz,"14 068 850,05 zł",14068850.05,"11 183 494,00 zł",11183494.0,kujawsko-pomorskie,m. Bydgoszcz,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757659,https://mapadotacji.gov.pl/projekty/1757659/,Rozwój terminala intermodalnego INBAP INTERMODAL poprzez zakup sprzętu niezbędnego do funkcjonowania terminala,,INBAP TERMINAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWO-AKCYJNA,"27 467 289,91 zł",27467289.91,"11 165 565,00 zł",11165565.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,9.9. E2.1.3. Projekty intermodalne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1691475,https://mapadotacji.gov.pl/projekty/1691475/,Utworzenie i wsparcie funkcjonowania Branżowego Centrum Umiejętności w dziedzinie przemysłu meblarskiego w Zespole Szkół im. M. Rataja w Reszlu,,Powiat Kętrzyński,"11 151 498,43 zł",11151498.43,"11 151 498,43 zł",11151498.43,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757346,https://mapadotacji.gov.pl/projekty/1757346/,"OBYWATEL CYFROWEJ PRZYSZŁOŚCI w woj. śląskim 2 (NUTS3: bielski, gliwicki, rybnicki i tyski)",nauka i edukacja,"""EDUKACJA BEZ BARIER ­ - FUNDACJA NA RZECZ ROZWOJU EDUKACJI W POLSCE""","11 127 450,00 zł",11127450.0,"11 127 450,00 zł",11127450.0,śląskie,bielski (śląskie),Krajowy Plan Odbudowy i Zwiększania Odporności,5.8. C2.1.3. E-kompetencje,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670394,https://mapadotacji.gov.pl/projekty/1670394/,Utworzenie Branżowego Centrum Umiejętności w dziedzinie Cukiernictwo w Powiecie Wieluńskim,,Powiat Wieluński,"11 097 268,54 zł",11097268.54,"11 097 268,54 zł",11097268.54,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.21. A3.1.1. Wsparcie rozwoju nowoczesnego szkolenia zawodowego, szkolnictwa wyższego oraz uczenia się przez całe życie",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
