payment_id,customer_id,staff_id,rental_id,amount,payment_date
1273,20,2,137,2.92,2024-02-16 12:46:22
1274,262,1,14642,5.9,2024-08-16 22:00:23
1275,134,2,10292,8.37,2024-06-14 14:51:43
1276,287,2,13568,2.83,2024-11-04 03:18:54
1277,415,2,4827,5.79,2024-07-24 06:25:23
1278,143,2,775,7.14,2024-08-10 04:39:02
1279,287,2,5274,1.14,2024-06-19 07:30:48
1280,1,2,4787,3.63,2024-04-08 15:27:09
1281,462,2,14831,1.99,2024-02-21 00:22:34
1282,30,1,2606,6.69,2024-08-09 19:55:53
1283,538,2,2372,6.05,2024-09-10 07:13:45
1284,556,2,13177,10.41,2024-04-13 15:50:47
1285,28,2,8243,6.75,2024-04-04 16:29:20
1286,149,1,10838,8.86,2024-07-20 13:39:55
1287,91,1,10597,1.24,2024-07-08 18:51:59
1288,570,2,10878,4.63,2024-12-30 12:40:40
1289,576,1,4346,10.08,2024-12-16 20:30:28
1290,260,2,14470,4.47,2024-11-26 19:33:22
1291,247,2,12478,9.66,2024-11-15 04:26:08
1292,361,2,11206,6.93,2024-08-21 16:02:08
1293,354,1,12577,5.74,2024-02-03 12:17:09
1294,266,2,3214,8.83,2024-11-03 22:09:36
1295,71,1,12061,4.92,2024-12-10 05:32:15
1296,356,1,9027,3.51,2024-02-28 17:02:53
1297,473,2,13523,6.59,2024-10-09 12:00:57
1298,482,2,15945,1.28,2024-07-02 20:31:05
1299,438,1,10070,6.75,2024-01-30 21:04:05
1300,308,1,9970,10.07,2024-12-23 04:32:32
1301,292,1,11119,2.27,2024-01-01 11:57:17
1302,361,2,27,10.91,2024-02-06 03:45:30
1303,438,1,10346,4.49,2024-10-02 02:24:45
1304,540,2,659,11.23,2024-10-18 15:24:58
1305,285,1,1436,7.72,2024-12-13 15:43:32
1306,125,2,2899,1.88,2024-06-17 10:32:10
1307,425,2,8505,9.36,2024-11-18 11:04:36
1308,88,1,14545,6.44,2024-12-01 00:37:52
1309,585,1,998,3.14,2024-08-16 20:50:28
1310,531,2,11704,9.91,2024-11-05 01:29:59
1311,493,1,8490,3.9,2024-08-24 01:09:45
1312,302,2,15678,8.73,2024-02-20 16:40:46
1313,155,2,2926,7.83,2024-09-10 23:13:33
1314,289,1,5334,6.24,2024-08-29 19:56:14
1315,31,2,11699,11.83,2024-05-19 14:19:16
1316,52,1,2363,1.18,2024-07-12 06:59:29
1317,40,1,13872,7.58,2024-08-11 08:12:12
1318,43,2,14892,7.64,2024-03-19 13:41:22
1319,562,1,15260,1.43,2024-12-01 18:13:56
1320,52,1,7614,2.42,2024-08-14 20:01:07
1321,553,2,2557,8.97,2024-02-27 19:05:20
1322,97,2,9070,7.47,2024-03-18 01:12:33
1323,251,1,576,7.58,2024-08-17 06:39:59
1324,98,1,2315,1.2,2024-06-07 00:35:15
1325,499,2,4552,6.81,2024-07-26 05:14:43
1326,293,2,13160,6.24,2024-01-17 02:01:51
1327,335,2,2031,11.41,2024-11-17 15:13:14
1328,473,2,3065,10.62,2024-05-25 12:42:00
1329,232,2,7465,10.92,2024-08-18 01:24:11
1330,168,1,13064,7.87,2024-10-20 03:02:03
1331,151,1,12794,11.23,2024-07-12 13:07:24
1332,193,1,8110,9.34,2024-11-07 02:57:04
1333,66,2,1578,5.86,2024-07-21 17:11:45
1334,163,2,7250,7.01,2024-10-23 22:41:45
1335,538,2,8800,11.44,2024-02-02 03:04:34
1336,93,1,2731,4.5,2024-10-26 13:02:37
1337,597,1,12421,9.03,2024-02-11 22:14:35
1338,411,2,10653,4.78,2024-05-09 17:11:36
1339,230,2,7849,6.35,2024-10-29 18:51:50
1340,533,1,4749,8.59,2024-01-26 11:33:16
1341,595,1,26,10.31,2024-10-09 12:36:38
1342,7,1,13347,11.83,2024-05-24 03:45:39
1343,494,2,13465,4.72,2024-01-29 08:51:00
1344,29,2,10613,5.7,2024-03-18 05:42:51
1345,72,1,12386,6.46,2024-12-10 22:20:56
1346,17,1,13400,1.26,2024-04-27 23:39:24
1347,281,1,4629,7.01,2024-03-12 01:48:13
1348,211,2,7760,6.37,2024-11-18 07:49:07
1349,421,2,751,3.19,2024-11-02 16:25:28
1350,80,1,564,3.17,2024-03-07 22:16:31
1351,452,1,6674,9.98,2024-10-18 15:21:16
1352,340,1,3188,4.99,2024-08-26 12:10:14
1353,216,1,8419,9.13,2024-07-19 12:14:10
1354,372,1,12979,3.34,2024-08-02 19:34:48
1355,116,2,14475,1.63,2024-11-11 06:31:17
1356,109,2,3739,6.26,2024-07-23 16:40:55
1357,519,2,1654,3.7,2024-02-19 20:53:13
1358,219,1,7062,2.5,2024-05-30 19:55:25
1359,373,1,6685,5.67,2024-03-15 21:46:30
1360,139,2,7145,10.63,2024-03-07 09:19:18
1361,325,2,11184,7.27,2024-11-26 16:19:48
1362,230,2,12196,4.62,2024-06-05 17:09:23
1363,208,2,2521,8.37,2024-01-11 09:24:10
1364,240,2,3164,7.76,2024-02-02 17:47:44
1365,328,1,10786,4.2,2024-06-22 21:34:00
1366,115,1,12597,7.18,2024-11-24 09:18:12
1367,143,2,12644,5.47,2024-02-15 00:53:18
1368,287,1,7382,1.99,2024-07-05 11:25:37
1369,321,1,13778,6.96,2024-02-28 18:26:41
1370,235,1,14534,1.64,2024-03-26 01:00:50
1371,471,2,2322,2.05,2024-02-21 21:29:14
1372,103,1,15238,9.41,2024-03-04 17:22:38
1373,411,1,9462,9.42,2024-07-26 01:36:19
1374,115,2,6052,10.8,2024-12-22 18:28:00
1375,431,1,14811,3.98,2024-04-14 12:53:29
1376,114,1,1987,5.61,2024-01-17 02:06:05
1377,158,2,1142,3.49,2024-05-09 09:58:41
1378,387,2,14642,8.64,2024-09-26 06:22:02
1379,538,2,11624,7.61,2024-11-27 18:48:02
1380,35,1,7987,4.0,2024-07-09 01:07:12
1381,507,1,15237,9.78,2024-09-18 08:29:52
1382,222,1,5541,9.93,2024-05-29 23:11:38
1383,442,1,3095,4.44,2024-04-02 08:23:32
1384,599,1,10971,3.98,2024-02-29 10:19:23
1385,412,2,5855,11.6,2024-03-29 10:59:22
1386,520,2,11401,5.39,2024-07-04 04:07:03
1387,203,1,12759,2.62,2024-03-24 20:45:00
1388,311,2,14282,3.37,2024-10-05 11:48:30
1389,565,1,2481,8.74,2024-10-23 07:22:04
1390,9,2,7400,11.16,2024-05-09 15:34:13
1391,196,2,462,1.22,2024-11-22 17:32:35
1392,481,1,13298,10.52,2024-02-27 14:07:45
1393,390,2,47,6.36,2024-12-16 01:42:13
1394,542,1,9397,3.09,2024-04-16 12:28:01
1395,352,2,9093,3.72,2024-06-18 17:56:06
1396,530,1,15456,7.71,2024-11-30 21:09:23
1397,440,1,9376,6.73,2024-01-22 02:57:33
1398,224,1,1677,3.34,2024-06-20 03:25:03
1399,513,1,14701,2.21,2024-03-11 14:17:25
1400,31,2,3616,10.84,2024-02-16 06:29:19
1401,297,2,14979,8.04,2024-05-10 20:39:10
1402,563,1,4967,7.37,2024-03-21 15:10:06
1403,523,2,8034,3.79,2024-08-17 00:14:35
1404,96,2,9925,9.1,2024-08-27 17:30:31
1405,475,1,3029,8.2,2024-09-28 23:19:21
1406,156,2,7001,4.42,2024-11-21 11:41:15
1407,564,2,9629,1.51,2024-01-12 11:45:38
1408,297,2,11321,9.1,2024-02-04 09:56:43
1409,595,1,3509,9.28,2024-08-14 06:05:27
1410,111,1,7844,4.03,2024-02-14 00:23:32
1411,573,2,1676,11.93,2024-04-13 22:18:45
1412,489,2,11950,6.46,2024-12-08 19:56:20
1413,559,2,5323,6.29,2024-03-01 12:32:38
1414,179,2,10374,10.5,2024-03-21 12:09:27
1415,142,2,7768,8.37,2024-03-12 19:38:56
1416,151,1,5694,3.61,2024-12-26 21:27:37
1417,424,2,6497,8.73,2024-03-01 10:12:16
1418,177,2,13763,7.89,2024-05-06 04:05:50
1419,414,1,942,7.7,2024-03-03 13:42:58
1420,335,1,12432,6.65,2024-07-29 15:49:08
1421,578,2,10472,8.77,2024-03-28 07:03:28
1422,323,2,2058,7.23,2024-04-16 18:46:36
1423,251,2,795,1.33,2024-12-19 05:58:49
1424,473,2,5081,7.34,2024-01-19 12:45:39
1425,320,1,8152,8.87,2024-05-20 12:34:20
1426,515,2,3983,5.64,2024-06-20 04:43:47
1427,42,2,7748,2.1,2024-04-04 23:01:00
1428,285,1,12981,6.13,2024-01-10 04:25:23
1429,449,2,1634,1.31,2024-09-25 11:38:15
1430,420,2,8699,4.11,2024-06-01 02:50:47
1431,575,1,7908,4.82,2024-06-04 15:28:38
1432,245,2,13940,5.8,2024-04-28 12:54:16
1433,346,2,7462,3.39,2024-04-16 01:42:55
1434,220,2,15499,1.13,2024-05-01 04:08:48
1435,75,2,2643,7.0,2024-05-28 08:57:10
1436,349,1,10255,1.35,2024-04-23 10:05:36
1437,244,1,8921,9.56,2024-06-30 23:48:05
1438,518,1,10452,2.76,2024-09-03 20:45:03
1439,231,2,1796,2.8,2024-12-23 04:30:20
1440,52,1,11448,8.38,2024-12-10 23:48:45
1441,572,1,5733,2.31,2024-02-21 20:08:10
1442,588,2,5748,3.53,2024-03-08 03:59:47
1443,357,2,10304,4.66,2024-01-04 23:19:35
1444,327,2,12728,10.2,2024-11-11 11:49:01
1445,164,2,95,2.27,2024-12-22 05:14:17
1446,449,1,12497,10.65,2024-08-22 09:22:03
1447,583,2,13149,1.66,2024-04-08 05:00:51
1448,565,2,15519,10.09,2024-11-16 03:28:34
1449,128,2,4264,8.6,2024-01-15 16:11:51
1450,583,1,13638,9.7,2024-11-14 08:24:23
1451,254,1,10852,7.84,2024-10-31 08:49:14
1452,358,1,3236,2.08,2024-11-24 12:26:29
1453,229,1,7050,5.45,2024-01-31 22:57:30
1454,31,2,2678,3.18,2024-02-29 14:05:27
1455,194,1,7145,11.77,2024-01-03 08:33:55
1456,133,2,9207,11.64,2024-04-08 03:35:33
1457,113,2,9334,7.32,2024-05-28 20:50:55
1458,217,2,14760,10.97,2024-06-27 20:25:04
1459,431,1,2685,3.0,2024-04-22 09:37:12
1460,56,2,6200,2.79,2024-11-11 17:03:32
1461,570,2,8981,8.44,2024-02-04 00:37:18
1462,181,2,5820,3.49,2024-08-10 06:40:36
1463,219,1,11251,6.26,2024-12-20 08:12:16
1464,88,2,173,10.71,2024-03-19 19:16:46
1465,257,1,15987,3.45,2024-11-30 13:46:05
1466,71,2,5161,10.5,2024-04-27 00:06:03
1467,189,2,1218,6.09,2024-09-04 23:16:56
1468,571,1,11092,3.16,2024-12-20 22:31:35
1469,273,1,14456,2.43,2024-02-14 00:46:09
1470,54,2,1802,6.66,2024-06-20 23:56:53
1471,211,2,3875,9.23,2024-09-30 14:34:27
1472,462,1,11438,6.07,2024-01-09 14:05:25
1473,5,1,2312,8.2,2024-06-08 17:36:55
1474,82,1,14651,6.27,2024-03-14 20:10:48
1475,413,2,14212,4.76,2024-05-21 21:48:30
1476,430,1,10056,11.9,2024-05-31 21:43:09
1477,589,1,12969,4.27,2024-02-14 20:53:59
1478,133,2,14070,7.15,2024-11-25 01:28:52
1479,193,1,5874,3.23,2024-01-05 23:30:20
1480,284,1,7001,6.04,2024-10-02 03:56:15
1481,173,2,9242,4.63,2024-08-31 21:15:57
1482,412,2,1395,2.93,2024-07-03 18:25:42
1483,26,1,2613,11.65,2024-08-25 09:30:56
1484,313,1,10004,6.36,2024-05-02 03:23:13
1485,495,1,3978,10.52,2024-10-27 12:04:28
1486,90,1,1123,3.45,2024-07-08 22:04:37
1487,48,2,14714,3.13,2024-12-21 23:06:37
1488,119,1,6209,3.58,2024-03-05 15:10:05
1489,452,1,7845,3.43,2024-08-19 00:26:29
1490,497,1,1247,4.63,2024-10-08 05:12:41
1491,134,2,7169,7.59,2024-07-25 04:12:43
1492,459,1,8319,4.88,2024-04-16 13:37:59
1493,266,2,12568,11.76,2024-05-09 05:28:43
1494,434,2,14068,5.27,2024-01-16 14:08:47
1495,59,2,12471,3.43,2024-06-10 15:17:21
1496,431,2,14391,6.26,2024-09-04 17:45:36
1497,572,2,12642,5.51,2024-02-02 07:55:53
1498,538,1,96,5.8,2024-04-03 14:25:03
1499,353,2,13217,10.78,2024-06-17 18:09:17
1500,212,2,3992,4.39,2024-02-28 08:55:16
1501,472,1,11644,6.57,2024-06-12 11:52:48
1502,16,2,2142,8.82,2024-11-07 17:07:37
1503,226,2,6519,1.06,2024-09-14 07:58:20
1504,274,2,9344,5.09,2024-01-13 16:39:17
1505,342,2,2669,2.73,2024-03-03 18:52:58
1506,88,2,358,2.78,2024-08-14 04:59:50
1507,225,1,13112,7.09,2024-07-13 04:18:10
1508,473,1,8092,9.48,2024-10-06 02:47:30
1509,104,1,14640,6.11,2024-02-03 11:46:43
1510,388,2,15393,5.43,2024-07-11 10:28:05
1511,311,1,7057,4.95,2024-03-04 16:07:42
1512,48,2,14838,2.33,2024-08-14 23:42:05
1513,51,1,14039,6.15,2024-03-23 04:15:45
1514,269,2,11430,7.65,2024-03-05 09:57:09
1515,472,1,12119,10.01,2024-05-23 03:21:57
1516,500,1,1160,9.47,2024-03-12 08:29:28
1517,127,2,2732,8.98,2024-07-10 05:34:21
1518,67,1,7436,4.93,2024-08-02 06:59:52
1519,559,2,13421,10.23,2024-12-05 09:32:39
1520,485,1,8149,8.94,2024-09-03 01:16:35
1521,195,1,425,5.84,2024-02-08 15:40:06
1522,85,1,10907,3.03,2024-06-02 01:54:56
1523,506,2,8214,10.5,2024-02-16 00:52:55
1524,186,1,11934,4.54,2024-09-14 04:52:20
1525,264,2,5299,11.4,2024-03-04 05:15:20
1526,213,1,9772,3.65,2024-10-25 20:55:14
1527,60,2,8413,5.45,2024-11-24 14:56:38
1528,60,2,3111,6.62,2024-05-27 01:06:04
1529,359,2,13601,11.63,2024-11-13 04:43:37
1530,508,2,15076,11.12,2024-05-11 05:13:36
1531,546,1,5194,8.68,2024-03-01 11:31:28
1532,185,2,12420,3.64,2024-08-10 07:53:51
1533,526,2,2297,6.46,2024-12-21 01:07:12
1534,302,1,196,1.26,2024-02-06 19:57:30
1535,435,2,12765,5.71,2024-03-07 21:47:32
1536,401,2,13411,4.35,2024-02-27 16:02:48
1537,423,2,13777,11.82,2024-10-11 08:33:44
1538,323,2,12336,4.09,2024-09-20 22:32:18
1539,546,2,15694,10.55,2024-04-14 00:19:16
1540,408,1,12606,1.62,2024-11-27 14:59:50
1541,63,1,7418,11.86,2024-02-04 02:27:13
1542,377,2,6365,6.94,2024-03-11 15:36:21
1543,161,1,12285,8.86,2024-04-13 13:28:11
1544,579,1,13616,6.77,2024-11-01 04:48:14
1545,151,2,13508,4.55,2024-11-15 06:28:40
1546,476,1,2765,8.99,2024-11-16 02:24:24
1547,253,2,7406,2.85,2024-01-06 09:15:23
1548,302,1,7017,4.26,2024-12-14 23:10:02
1549,575,2,13723,6.68,2024-01-27 15:52:30
1550,283,2,3769,8.25,2024-06-21 02:20:37
1551,584,2,13764,4.85,2024-10-14 13:23:40
1552,400,1,15321,2.17,2024-04-27 08:51:09
1553,490,2,13278,1.81,2024-06-09 02:52:04
1554,334,1,2368,10.05,2024-01-31 15:51:06
1555,589,1,11868,9.92,2024-07-26 13:00:47
1556,9,1,8687,8.16,2024-03-26 05:00:30
1557,269,2,6339,5.66,2024-12-21 12:06:02
1558,11,2,13785,1.89,2024-02-02 13:06:47
1559,12,1,3024,1.69,2024-12-05 15:18:09
1560,193,2,11097,9.08,2024-01-01 14:38:58
1561,144,2,15143,6.12,2024-06-16 09:21:18
1562,242,1,12903,6.31,2024-08-13 15:21:15
1563,306,1,13116,5.03,2024-06-24 22:07:16
1564,150,1,13073,4.2,2024-12-15 03:00:50
1565,438,1,4227,4.18,2024-06-19 18:31:18
1566,328,2,4107,4.93,2024-05-11 17:01:45
1567,486,1,8907,7.16,2024-08-29 00:19:47
1568,562,1,7685,7.02,2024-02-18 15:42:51
1569,215,1,12814,3.26,2024-05-11 19:14:46
1570,494,1,11436,11.42,2024-04-05 08:15:15
1571,289,1,10647,9.29,2024-08-03 21:06:35
1572,465,1,1270,5.8,2024-02-03 01:45:24
1573,230,1,13657,7.9,2024-02-21 18:38:43
1574,251,2,13726,3.02,2024-02-25 02:24:31
1575,288,2,6344,1.52,2024-09-17 11:20:05
1576,305,2,13332,7.01,2024-10-03 18:37:01
1577,199,1,10958,10.47,2024-09-14 00:00:50
1578,307,2,6571,3.06,2024-06-20 18:16:10
1579,78,1,12972,5.29,2024-10-18 06:21:48
1580,76,1,11168,1.91,2024-10-19 21:21:23
1581,364,2,1126,10.7,2024-11-11 04:23:58
1582,306,1,4786,6.5,2024-09-18 04:58:40
1583,250,2,15079,8.92,2024-06-02 20:49:41
1584,457,1,5815,10.11,2024-08-21 23:33:49
1585,591,2,2318,3.47,2024-11-22 19:46:14
1586,168,2,3991,8.94,2024-12-22 14:45:49
1587,460,2,11299,11.55,2024-09-02 21:13:13
1588,47,2,14420,7.66,2024-03-07 23:37:52
1589,397,2,4738,3.75,2024-10-14 02:32:18
1590,181,1,11833,2.69,2024-03-18 10:15:27
1591,486,2,6519,11.22,2024-07-02 17:47:11
1592,15,1,15300,10.64,2024-08-28 19:57:53
1593,226,2,8379,8.05,2024-02-26 19:16:37
1594,550,2,5508,11.38,2024-12-12 22:10:38
1595,190,2,10548,5.53,2024-02-24 17:06:21
1596,279,1,9136,3.75,2024-08-07 06:13:38
1597,194,1,1464,10.59,2024-05-08 20:13:58
1598,258,1,5293,2.04,2024-09-08 06:43:37
1599,83,1,12712,8.73,2024-05-05 08:09:20
1600,344,2,4592,2.47,2024-04-22 07:22:01
1601,505,2,8496,2.6,2024-10-07 06:45:17
1602,73,2,7473,7.16,2024-06-03 17:14:36
1603,365,1,1708,10.58,2024-02-08 20:18:31
1604,33,2,3280,4.14,2024-09-25 14:43:19
1605,582,2,1615,8.97,2024-02-27 14:17:37
1606,443,1,4721,8.12,2024-05-11 21:05:02
1607,98,1,10564,8.47,2024-08-17 01:19:11
1608,570,1,493,4.84,2024-04-17 13:16:03
1609,469,1,11479,5.65,2024-09-01 03:42:10
1610,597,1,15313,11.76,2024-08-12 04:39:27
1611,501,2,1046,5.27,2024-07-05 14:45:00
1612,31,2,5626,10.42,2024-07-08 17:25:55
1613,118,2,15977,7.22,2024-01-05 12:22:28
1614,292,2,13868,9.21,2024-09-01 16:56:18
1615,419,2,15015,1.19,2024-06-20 21:09:13
1616,76,1,9639,7.01,2024-06-11 14:00:17
1617,367,1,15808,1.58,2024-02-09 10:00:13
1618,107,1,361,1.2,2024-05-09 02:15:56
1619,186,1,6445,7.35,2024-02-12 07:15:57
1620,157,1,8554,8.0,2024-04-15 08:19:09
1621,449,2,9286,11.63,2024-07-30 19:47:02
1622,524,1,14996,10.79,2024-09-18 03:32:58
1623,508,1,11654,8.52,2024-08-28 03:33:27
1624,389,2,8401,11.83,2024-01-26 03:09:33
1625,304,1,9149,6.7,2024-01-19 23:51:35
1626,592,2,3500,2.5,2024-11-18 21:29:05
1627,296,2,8647,9.81,2024-09-18 18:06:17
1628,215,1,8540,1.03,2024-12-08 09:03:48
1629,186,2,1353,1.33,2024-02-06 08:33:47
1630,359,1,9876,2.88,2024-11-02 18:27:19
1631,311,2,11314,1.95,2024-10-29 03:41:02
1632,513,1,771,4.69,2024-01-20 17:25:29
1633,356,1,2866,9.24,2024-03-02 13:32:55
1634,464,1,1209,6.25,2024-12-29 02:27:55
1635,198,2,2681,1.7,2024-05-22 17:22:44
1636,307,2,1796,11.53,2024-10-09 01:46:15
1637,255,2,7457,9.67,2024-05-07 02:45:47
1638,5,1,12838,3.34,2024-02-26 07:08:39
1639,509,2,7871,2.89,2024-01-15 15:10:51
1640,566,2,2321,8.35,2024-03-31 14:24:34
1641,53,2,13086,3.32,2024-05-26 00:51:08
1642,491,1,9954,1.53,2024-10-14 11:47:20
1643,128,2,1072,6.63,2024-04-21 11:17:33
1644,118,1,9236,3.61,2024-01-24 07:42:36
1645,483,1,12604,2.31,2024-06-29 18:17:11
1646,378,1,1912,2.31,2024-12-13 06:12:00
1647,201,1,11218,2.09,2024-11-19 14:13:17
1648,44,1,5405,9.69,2024-02-26 13:28:43
1649,330,1,15617,8.61,2024-06-09 07:18:18
1650,226,1,14151,1.85,2024-08-26 04:04:34
1651,598,2,6120,3.86,2024-06-14 02:05:18
1652,487,2,3845,5.52,2024-06-10 02:20:54
1653,433,1,15709,6.57,2024-08-16 20:01:04
1654,77,1,11676,1.98,2024-05-29 04:42:13
1655,137,1,949,3.9,2024-11-04 12:52:01
1656,71,2,15802,1.66,2024-12-03 19:58:37
1657,61,1,11202,8.57,2024-10-05 21:34:40
1658,410,1,12130,1.1,2024-03-18 15:21:00
1659,239,1,8167,3.85,2024-03-27 13:25:40
1660,479,2,7210,3.21,2024-06-03 20:49:24
1661,88,2,8021,8.75,2024-02-19 22:53:22
1662,92,1,15685,1.76,2024-07-06 22:39:51
1663,541,2,6851,11.96,2024-08-17 03:29:33
1664,276,2,7566,5.07,2024-05-10 11:38:18
1665,575,1,3465,6.23,2024-05-13 16:06:10
1666,488,1,5955,1.54,2024-08-03 02:22:14
1667,118,2,12780,9.84,2024-10-23 01:04:00
1668,229,2,14756,7.49,2024-11-04 21:55:42
1669,203,2,5554,8.95,2024-02-22 18:28:44
1670,80,2,10097,2.62,2024-01-27 12:22:36
1671,367,2,5493,1.9,2024-05-19 13:48:42
1672,338,1,11811,1.5,2024-02-23 17:07:45
1673,437,1,12306,9.71,2024-09-06 18:30:44
1674,333,2,4420,11.95,2024-02-26 22:38:40
1675,66,2,3910,6.93,2024-03-12 20:01:55
1676,345,1,8095,8.67,2024-12-01 11:16:14
1677,319,1,13716,5.09,2024-05-04 02:26:19
1678,318,2,1832,7.39,2024-07-05 14:51:13
1679,112,1,10718,8.58,2024-07-31 06:54:35
1680,137,1,3504,10.98,2024-12-28 00:21:18
1681,292,2,15459,6.31,2024-04-18 14:36:44
1682,101,1,14172,10.75,2024-03-07 21:22:31
1683,508,1,12274,1.65,2024-01-13 23:45:51
1684,28,1,682,8.39,2024-03-17 22:27:41
1685,495,2,12144,3.75,2024-03-23 17:29:11
1686,13,2,14600,10.18,2024-07-06 14:24:12
1687,196,2,15889,9.7,2024-08-10 14:03:40
1688,33,2,2153,11.12,2024-07-14 13:24:18
1689,310,1,2393,6.78,2024-06-15 07:14:15
1690,175,1,15345,3.29,2024-11-18 08:28:14
1691,541,1,11934,7.11,2024-05-17 15:45:35
1692,110,1,14631,2.0,2024-06-12 04:36:01
1693,158,1,15493,10.38,2024-07-17 12:11:25
1694,9,2,8155,1.17,2024-01-15 14:21:02
1695,29,2,5758,6.03,2024-12-02 20:08:58
1696,407,2,2435,7.33,2024-03-05 05:56:33
1697,591,1,8687,4.03,2024-11-28 06:00:20
1698,186,2,11534,11.46,2024-04-29 13:03:28
1699,254,1,4890,2.77,2024-01-22 00:24:39
1700,494,1,5675,5.26,2024-07-29 02:46:16
1701,140,2,6800,5.62,2024-07-24 20:51:36
1702,572,2,8052,10.8,2024-11-26 06:39:43
1703,260,1,5408,6.94,2024-06-24 06:24:03
1704,110,1,5350,8.69,2024-11-23 11:02:22
1705,480,2,6188,1.89,2024-05-10 05:24:00
1706,523,2,4900,11.25,2024-01-28 14:31:19
1707,439,1,14498,3.79,2024-10-06 17:32:16
1708,543,1,13376,7.25,2024-03-05 22:41:36
1709,302,2,8520,8.24,2024-04-21 08:50:53
1710,31,2,15596,2.2,2024-06-24 11:43:29
1711,45,1,4398,1.0,2024-01-08 13:14:52
1712,434,2,6235,11.54,2024-12-03 08:54:47
1713,257,1,9188,10.52,2024-03-21 15:28:10
1714,199,2,1931,6.42,2024-01-17 21:37:02
1715,440,1,15033,2.26,2024-09-12 06:12:27
1716,47,2,10953,5.04,2024-04-28 22:59:34
1717,267,1,13499,10.8,2024-06-10 04:50:41
1718,452,2,15771,2.88,2024-05-26 01:03:43
1719,521,1,7162,9.03,2024-06-02 09:16:54
1720,445,2,2796,4.29,2024-07-20 17:56:55
1721,539,1,15938,5.34,2024-01-01 14:54:48
1722,399,2,11052,5.53,2024-03-21 00:45:44
1723,497,1,4735,9.17,2024-06-21 13:13:20
1724,176,1,2635,10.41,2024-01-17 20:44:51
1725,463,1,9044,4.6,2024-03-15 10:13:31
1726,231,1,12373,9.18,2024-07-12 15:03:49
1727,121,2,7053,10.83,2024-02-18 22:30:33
1728,465,2,2606,10.79,2024-08-10 04:38:51
1729,577,2,1790,9.62,2024-11-01 22:39:16
1730,340,1,8696,11.83,2024-11-09 21:15:27
1731,335,1,8836,8.38,2024-09-08 05:07:41
1732,288,1,14072,4.91,2024-09-21 06:18:33
1733,167,1,7524,10.81,2024-04-13 05:43:31
1734,274,2,15551,2.17,2024-10-03 12:17:23
1735,496,2,10465,10.93,2024-08-08 22:45:39
1736,298,2,3592,3.71,2024-08-09 21:50:34
1737,462,1,10121,11.69,2024-07-22 09:31:38
1738,179,1,12130,1.93,2024-09-03 04:32:13
1739,121,1,1503,2.03,2024-08-18 16:04:09
1740,62,2,9014,6.04,2024-05-08 01:41:50
1741,308,1,1553,7.59,2024-06-25 16:34:19
1742,34,2,13228,10.1,2024-01-11 23:40:55
1743,290,2,6407,9.06,2024-02-18 18:14:37
1744,410,1,11709,3.98,2024-02-21 03:28:24
1745,42,2,14110,6.76,2024-05-13 07:27:38
1746,67,2,14779,7.49,2024-05-28 13:04:07
1747,525,1,12356,11.78,2024-09-11 18:33:22
1748,415,2,13251,2.98,2024-11-30 13:06:17
1749,523,1,11711,9.93,2024-09-16 08:37:52
1750,426,2,4262,8.89,2024-01-11 05:55:53
1751,299,2,11472,8.37,2024-10-20 18:06:35
1752,176,2,7575,10.3,2024-03-13 03:55:50
1753,80,1,13560,10.88,2024-02-23 16:11:09
1754,591,1,6977,3.83,2024-06-02 18:08:42
1755,561,1,11658,2.77,2024-08-15 18:04:35
1756,237,2,14094,10.35,2024-10-19 11:01:35
1757,28,1,286,10.88,2024-12-01 13:37:37
1758,159,2,76,6.15,2024-08-14 11:53:09
1759,509,2,6351,11.64,2024-07-28 12:50:48
1760,234,2,12571,10.98,2024-03-30 18:26:33
1761,146,1,14170,6.95,2024-03-24 16:22:42
1762,371,2,2212,3.2,2024-07-14 10:10:38
1763,99,2,926,1.39,2024-11-04 23:39:09
1764,594,2,11412,9.61,2024-10-23 03:46:46
1765,124,2,8934,3.75,2024-07-24 12:57:50
1766,498,1,13776,4.55,2024-11-11 19:48:54
1767,381,1,10912,7.0,2024-04-02 00:47:49
1768,515,1,5669,1.45,2024-10-06 11:57:31
1769,162,1,1047,10.79,2024-09-18 06:51:21
1770,403,1,6609,2.25,2024-09-10 14:07:40
1771,425,1,4322,4.3,2024-03-15 22:24:34
1772,469,2,11450,4.2,2024-02-17 02:42:40
1773,43,1,13240,9.72,2024-12-14 23:56:52
1774,353,2,5556,11.25,2024-06-23 02:50:23
1775,514,1,7286,11.21,2024-01-08 12:44:35
1776,474,1,13773,9.48,2024-05-09 18:12:34
1777,323,1,7058,6.05,2024-12-13 20:50:40
1778,370,1,7044,6.09,2024-12-30 17:07:03
1779,125,2,366,10.03,2024-04-20 14:22:34
1780,411,1,14696,7.13,2024-03-15 13:30:34
1781,221,2,4697,8.92,2024-08-26 06:50:48
1782,485,1,3363,6.03,2024-04-05 23:55:07
1783,112,1,11687,3.35,2024-03-31 07:00:19
1784,309,2,12310,1.49,2024-10-13 03:12:49
1785,191,1,3098,6.93,2024-03-09 00:33:51
1786,435,2,981,6.14,2024-07-11 07:21:09
1787,95,1,15167,1.64,2024-02-11 17:46:11
1788,272,2,2320,9.63,2024-11-14 01:31:57
1789,449,1,1225,9.1,2024-01-15 17:25:08
1790,7,1,5453,2.28,2024-12-30 23:34:14
